,index_code,con_code,in_date,out_date,is_new
1,857121.SI,002163.SZ,20070830,20220729,N
2,857121.SI,002613.SZ,20110906,,Y
3,857121.SI,300093.SZ,20100715,,Y
4,857121.SI,600293.SH,20000926,,Y
5,857121.SI,600586.SH,20020822,,Y
6,857121.SI,600819.SH,19991230,,Y
7,857121.SI,600876.SH,19991230,,Y
8,857121.SI,601636.SH,20110819,,Y
0,857122.SI,002080.SZ,20061127,,Y
1,857122.SI,002201.SZ,20080104,,Y
2,857122.SI,300196.SZ,20110407,,Y
3,857122.SI,301526.SZ,20240103,,Y
4,857122.SI,600176.SH,19991230,20060816,N
5,857122.SI,600176.SH,20060818,,Y
6,857122.SI,603256.SH,20190726,,Y
7,857122.SI,603601.SH,20150129,,Y
8,857122.SI,605006.SH,20200910,,Y
0,850615.SI,002066.SZ,20111010,,Y
1,850615.SI,002088.SZ,20111010,,Y
2,850615.SI,002225.SZ,20111010,,Y
3,850615.SI,002392.SZ,20111010,,Y
4,850615.SI,002624.SZ,20111104,20150630,N
5,850615.SI,002624.SZ,20151103,20160218,N
6,850615.SI,300344.SZ,20120808,20190705,N
7,850615.SI,300374.SZ,20150326,,Y
8,850615.SI,688119.SH,20230925,,Y
0,850616.SI,002205.SZ,20111010,20190705,N
1,850616.SI,002205.SZ,20220801,20230705,N
2,850616.SI,002372.SZ,20111010,,Y
3,850616.SI,002457.SZ,20111010,,Y
4,850616.SI,002619.SZ,20111013,20160630,N
5,850616.SI,002641.SZ,20111215,,Y
6,850616.SI,002671.SZ,20120507,20211210,N
7,850616.SI,002694.SZ,20120823,,Y
8,850616.SI,003037.SZ,20210218,20220729,N
9,850616.SI,300198.SZ,20111010,,Y
10,850616.SI,300599.SZ,20170206,,Y
11,850616.SI,603616.SH,20150618,20211210,N
12,850616.SI,603856.SH,20171113,,Y
0,850614.SI,000023.SZ,20130701,20211210,N
1,850614.SI,000055.SZ,20111010,20120629,N
2,850614.SI,000055.SZ,20211213,,Y
3,850614.SI,000509.SZ,20111010,20140113,N
4,850614.SI,000509.SZ,20140115,20190705,N
5,850614.SI,000619.SZ,20000901,,Y
6,850614.SI,000639.SZ,20020902,20110930,N
7,850614.SI,000786.SZ,19970606,,Y
8,850614.SI,000861.SZ,19981028,20070702,N
9,850614.SI,000906.SZ,20030512,20070702,N
10,850614.SI,001212.SZ,20210830,,Y
11,850614.SI,002043.SZ,20070703,,Y
12,850614.SI,002047.SZ,20050531,20070702,N
13,850614.SI,002066.SZ,20101015,20110930,N
14,850614.SI,002081.SZ,20061128,20070702,N
15,850614.SI,002082.SZ,20061128,20211210,N
16,850614.SI,002162.SZ,20140221,20211210,N
17,850614.SI,002163.SZ,20070831,20211210,N
18,850614.SI,002205.SZ,20080131,20110930,N
19,850614.SI,002225.SZ,20080507,20110930,N
20,850614.SI,002247.SZ,20080620,20090601,N
21,850614.SI,002247.SZ,20220801,,Y
22,850614.SI,002271.SZ,20080919,20211210,N
23,850614.SI,002302.SZ,20091111,20211210,N
24,850614.SI,002314.SZ,20091211,20180713,N
25,850614.SI,002323.SZ,20160701,20220105,N
26,850614.SI,002323.SZ,20220107,20220704,N
27,850614.SI,002333.SZ,20100120,,Y
28,850614.SI,002346.SZ,20100205,20190705,N
29,850614.SI,002372.SZ,20100326,20110930,N
30,850614.SI,002392.SZ,20100504,20110930,N
31,850614.SI,002398.SZ,20100514,,Y
32,850614.SI,002468.SZ,20100916,20170302,N
33,850614.SI,002596.SZ,20110714,20211210,N
34,850614.SI,002652.SZ,20120202,,Y
35,850614.SI,002718.SZ,20140211,,Y
36,850614.SI,002742.SZ,20150303,20211210,N
37,850614.SI,002785.SZ,20151230,,Y
38,850614.SI,002791.SZ,20160420,,Y
39,850614.SI,002795.SZ,20160506,20190705,N
40,850614.SI,002798.SZ,20200924,20211210,N
41,850614.SI,002918.SZ,20171226,20211210,N
42,850614.SI,003012.SZ,20201026,20211210,N
43,850614.SI,300019.SZ,20091109,20100601,N
44,850614.SI,300117.SZ,20100910,20211210,N
45,850614.SI,300198.SZ,20110415,20110930,N
46,850614.SI,300234.SZ,20110629,,Y
47,850614.SI,300547.SZ,20161014,20170630,N
48,850614.SI,300715.SZ,20171102,20211210,N
49,850614.SI,300737.SZ,20180201,20211210,N
50,850614.SI,301010.SZ,20211213,,Y
51,850614.SI,301429.SZ,20230424,,Y
52,850614.SI,600145.SH,20140702,20190705,N
53,850614.SI,600256.SH,20000526,20070702,N
54,850614.SI,600321.SH,20111010,20220729,N
55,850614.SI,600562.SH,20140221,20160106,N
56,850614.SI,600629.SH,20130701,20150520,N
57,850614.SI,600629.SH,20150522,20160630,N
58,850614.SI,600678.SH,20130701,20211210,N
59,850614.SI,600753.SH,20160701,20180713,N
60,850614.SI,603038.SH,20170123,,Y
61,850614.SI,603725.SH,20170913,20190705,N
62,850614.SI,603937.SH,20171109,20211210,N
63,850614.SI,605122.SH,20210317,20211210,N
64,850614.SI,605158.SH,20200812,20211210,N
65,850614.SI,605318.SH,20200810,,Y
0,850623.SI,000023.SZ,20111010,20130628,N
1,850623.SI,000628.SZ,20180716,,Y
2,850623.SI,002761.SZ,20200904,,Y
3,850623.SI,002949.SZ,20190305,20211210,N
4,850623.SI,300492.SZ,20180716,20211210,N
5,850623.SI,300500.SZ,20160218,20211210,N
6,850623.SI,300564.SZ,20191115,20211210,N
7,850623.SI,300668.SZ,20170626,20211210,N
8,850623.SI,300675.SZ,20170726,20211210,N
9,850623.SI,300746.SZ,20190708,20211210,N
10,850623.SI,300778.SZ,20190513,20190513,N
11,850623.SI,300778.SZ,20190517,20211210,N
12,850623.SI,300983.SZ,20210427,20211210,N
13,850623.SI,301024.SZ,20210804,20211210,N
14,850623.SI,301027.SZ,20210722,20211210,N
15,850623.SI,600170.SH,20111010,,Y
16,850623.SI,600248.SH,20211213,,Y
17,850623.SI,600491.SH,20111010,,Y
18,850623.SI,600502.SH,20211213,20220729,N
19,850623.SI,600629.SH,20190708,20211210,N
20,850623.SI,600769.SH,20180716,20211210,N
21,850623.SI,600846.SH,20180716,20211210,N
22,850623.SI,600939.SH,20170228,,Y
23,850623.SI,601668.SH,20111010,,Y
24,850623.SI,601789.SH,20111010,,Y
25,850623.SI,603017.SH,20190708,20211210,N
26,850623.SI,603887.SH,20161017,20211210,N
0,857221.SI,000018.SZ,20160701,20180713,N
1,857221.SI,002047.SZ,20140702,,Y
2,857221.SI,002081.SZ,20140221,,Y
3,857221.SI,002163.SZ,20220801,,Y
4,857221.SI,002325.SZ,20140221,,Y
5,857221.SI,002375.SZ,20140221,,Y
6,857221.SI,002482.SZ,20140221,20231219,N
7,857221.SI,002482.SZ,20231221,,Y
8,857221.SI,002504.SZ,20150701,20230818,N
9,857221.SI,002620.SZ,20140221,,Y
10,857221.SI,002713.SZ,20140226,,Y
11,857221.SI,002781.SZ,20151229,20230609,N
12,857221.SI,002789.SZ,20160325,,Y
13,857221.SI,002811.SZ,20160919,,Y
14,857221.SI,002822.SZ,20161206,,Y
15,857221.SI,002830.SZ,20161220,,Y
16,857221.SI,002856.SZ,20170327,,Y
17,857221.SI,002963.SZ,20191104,,Y
18,857221.SI,002989.SZ,20200617,,Y
19,857221.SI,300506.SZ,20160420,,Y
20,857221.SI,300592.SZ,20170203,20220711,N
21,857221.SI,300621.SZ,20170406,20170406,N
22,857221.SI,300621.SZ,20170413,,Y
23,857221.SI,600193.SH,20180716,,Y
24,857221.SI,600209.SH,20140221,20220524,N
25,857221.SI,600234.SH,20230706,,Y
26,857221.SI,600681.SH,20140221,20160630,N
27,857221.SI,601886.SH,20140221,,Y
28,857221.SI,603030.SH,20150327,20231225,N
29,857221.SI,603030.SH,20231227,,Y
30,857221.SI,603081.SH,20170427,20220815,N
31,857221.SI,603137.SH,20230426,,Y
32,857221.SI,603466.SH,20171027,20220117,N
33,857221.SI,603828.SH,20150305,,Y
34,857221.SI,605178.SH,20200828,20220729,N
35,857221.SI,605287.SH,20210713,,Y
36,857221.SI,605289.SH,20210506,20211210,N
0,857236.SI,000498.SZ,19991230,20080424,N
1,857236.SI,000498.SZ,20130218,,Y
2,857236.SI,002060.SZ,20060817,20220729,N
3,857236.SI,002061.SZ,20060823,,Y
4,857236.SI,002062.SZ,20060823,,Y
5,857236.SI,002307.SZ,20091118,,Y
6,857236.SI,002586.SZ,20110610,,Y
7,857236.SI,002628.SZ,20111110,,Y
8,857236.SI,002941.SZ,20181205,,Y
9,857236.SI,300982.SZ,20210507,,Y
10,857236.SI,600039.SH,20030401,,Y
11,857236.SI,600133.SH,19991230,,Y
12,857236.SI,600284.SH,20040323,,Y
13,857236.SI,600502.SH,20220801,,Y
14,857236.SI,600512.SH,20030103,,Y
15,857236.SI,600820.SH,19991230,,Y
16,857236.SI,600853.SH,19991230,,Y
17,857236.SI,601186.SH,20080317,,Y
18,857236.SI,601390.SH,20071210,,Y
19,857236.SI,601611.SH,20160615,,Y
20,857236.SI,601669.SH,20111025,,Y
21,857236.SI,601800.SH,20120316,,Y
22,857236.SI,601868.SH,20211012,,Y
23,857236.SI,603176.SH,20220110,,Y
24,857236.SI,603815.SH,20191028,,Y
25,857236.SI,603843.SH,20160912,,Y
0,857251.SI,000010.SZ,20150701,,Y
1,857251.SI,001267.SZ,20211124,,Y
2,857251.SI,002200.SZ,20140221,,Y
3,857251.SI,002310.SZ,20140221,20160930,N
4,857251.SI,002310.SZ,20171127,,Y
5,857251.SI,002374.SZ,20170703,20211210,N
6,857251.SI,002431.SZ,20140221,,Y
7,857251.SI,002663.SZ,20140221,,Y
8,857251.SI,002717.SZ,20140226,,Y
9,857251.SI,002775.SZ,20150706,,Y
10,857251.SI,002887.SZ,20170808,20190705,N
11,857251.SI,300197.SZ,20140221,,Y
12,857251.SI,300237.SZ,20170703,20220729,N
13,857251.SI,300355.SZ,20140221,,Y
14,857251.SI,300495.SZ,20151229,,Y
15,857251.SI,300536.SZ,20160927,,Y
16,857251.SI,300649.SZ,20170512,,Y
17,857251.SI,300844.SZ,20210820,20211210,N
18,857251.SI,300948.SZ,20210304,,Y
19,857251.SI,300949.SZ,20210305,,Y
20,857251.SI,301098.SZ,20211119,,Y
21,857251.SI,600610.SH,20150701,20150818,N
22,857251.SI,600610.SH,20150820,20190716,N
23,857251.SI,600610.SH,20200818,20211210,N
24,857251.SI,603007.SH,20160902,,Y
25,857251.SI,603316.SH,20170626,,Y
26,857251.SI,603359.SH,20170908,,Y
27,857251.SI,603388.SH,20170331,,Y
28,857251.SI,603717.SH,20170405,,Y
29,857251.SI,603778.SH,20160315,,Y
30,857251.SI,603955.SH,20170317,,Y
31,857251.SI,605081.SH,20210223,20211210,N
32,857251.SI,605303.SH,20210308,,Y
0,857241.SI,000159.SZ,20220801,,Y
1,857241.SI,002135.SZ,20140221,,Y
2,857241.SI,002524.SZ,20140221,20170630,N
3,857241.SI,002541.SZ,20140221,,Y
4,857241.SI,002545.SZ,20150701,20190705,N
5,857241.SI,002545.SZ,20211213,20220729,N
6,857241.SI,002593.SZ,20190708,,Y
7,857241.SI,002659.SZ,20140221,20180713,N
8,857241.SI,002743.SZ,20150303,,Y
9,857241.SI,300517.SZ,20160726,,Y
10,857241.SI,600477.SH,20140221,,Y
11,857241.SI,600496.SH,20140221,,Y
12,857241.SI,601096.SH,20231229,,Y
13,857241.SI,603098.SH,20161223,,Y
0,857242.SI,002140.SZ,20140221,,Y
1,857242.SI,002310.SZ,20161010,20171124,N
2,857242.SI,002469.SZ,20140221,,Y
3,857242.SI,002755.SZ,20150522,20190705,N
4,857242.SI,300384.SZ,20190708,,Y
5,857242.SI,600248.SH,20140221,20150520,N
6,857242.SI,600248.SH,20150522,20211210,N
7,857242.SI,600629.SH,20160701,20190705,N
8,857242.SI,601117.SH,20140221,,Y
9,857242.SI,603637.SH,20170215,,Y
10,857242.SI,603698.SH,20150204,20211210,N
11,857242.SI,603959.SH,20160524,,Y
12,857242.SI,605167.SH,20210802,,Y
0,857243.SI,000018.SZ,20180716,20191122,N
1,857243.SI,000065.SZ,20140221,,Y
2,857243.SI,000928.SZ,20150701,,Y
3,857243.SI,002051.SZ,20140221,,Y
4,857243.SI,600970.SH,20140221,,Y
0,857244.SI,000032.SZ,20220801,,Y
1,857244.SI,000055.SZ,20140221,20211210,N
2,857244.SI,002116.SZ,20211213,,Y
3,857244.SI,002178.SZ,20140221,20211210,N
4,857244.SI,002298.SZ,20190708,20211210,N
5,857244.SI,002323.SZ,20220705,,Y
6,857244.SI,002542.SZ,20140221,,Y
7,857244.SI,002564.SZ,20220801,,Y
8,857244.SI,003001.SZ,20201020,,Y
9,857244.SI,300029.SZ,20220801,,Y
10,857244.SI,300117.SZ,20211213,,Y
11,857244.SI,300635.SZ,20170703,20211210,N
12,857244.SI,300712.SZ,20211213,,Y
13,857244.SI,300826.SZ,20200413,20211210,N
14,857244.SI,300986.SZ,20220728,,Y
15,857244.SI,301046.SZ,20210824,,Y
16,857244.SI,301058.SZ,20210916,20211210,N
17,857244.SI,301390.SZ,20230515,,Y
18,857244.SI,600321.SH,20220801,,Y
19,857244.SI,600667.SH,20170703,20180713,N
20,857244.SI,601068.SH,20180906,,Y
21,857244.SI,601133.SH,20230417,,Y
22,857244.SI,601226.SH,20141218,,Y
23,857244.SI,601618.SH,20140221,,Y
24,857244.SI,603163.SH,20221020,,Y
25,857244.SI,603929.SH,20170109,,Y
26,857244.SI,603979.SH,20211213,20231017,N
27,857244.SI,605178.SH,20220801,,Y
28,857244.SI,605289.SH,20211213,,Y
29,857244.SI,605598.SH,20210928,,Y
0,857261.SI,000779.SZ,19991230,20070209,N
1,857261.SI,000779.SZ,20070213,,Y
2,857261.SI,002883.SZ,20170627,,Y
3,857261.SI,002949.SZ,20190305,,Y
4,857261.SI,003013.SZ,20201029,,Y
5,857261.SI,300284.SZ,20120117,,Y
6,857261.SI,300492.SZ,20151230,,Y
7,857261.SI,300500.SZ,20160218,,Y
8,857261.SI,300564.SZ,20191115,,Y
9,857261.SI,300635.SZ,20170411,,Y
10,857261.SI,300668.SZ,20170626,,Y
11,857261.SI,300675.SZ,20170726,,Y
12,857261.SI,300732.SZ,20171219,,Y
13,857261.SI,300746.SZ,20180601,,Y
14,857261.SI,300778.SZ,20190517,,Y
15,857261.SI,300826.SZ,20200413,,Y
16,857261.SI,300844.SZ,20210820,,Y
17,857261.SI,300977.SZ,20210427,,Y
18,857261.SI,300983.SZ,20210427,,Y
19,857261.SI,300989.SZ,20210514,,Y
20,857261.SI,301024.SZ,20210804,,Y
21,857261.SI,301027.SZ,20210722,,Y
22,857261.SI,301038.SZ,20210811,,Y
23,857261.SI,301058.SZ,20210916,,Y
24,857261.SI,301091.SZ,20211105,,Y
25,857261.SI,301136.SZ,20220118,,Y
26,857261.SI,301167.SZ,20211213,,Y
27,857261.SI,301365.SZ,20221129,,Y
28,857261.SI,301505.SZ,20230726,,Y
29,857261.SI,600301.SH,20220801,,Y
30,857261.SI,600629.SH,19991230,20061207,N
31,857261.SI,600629.SH,20061211,20070209,N
32,857261.SI,600629.SH,20070213,20070523,N
33,857261.SI,600629.SH,20071029,,Y
34,857261.SI,600667.SH,20220801,,Y
35,857261.SI,600846.SH,20230706,,Y
36,857261.SI,600868.SH,20220801,,Y
37,857261.SI,603017.SH,20150109,,Y
38,857261.SI,603018.SH,20141020,,Y
39,857261.SI,603153.SH,20230320,,Y
40,857261.SI,603357.SH,20170808,,Y
41,857261.SI,603458.SH,20170816,,Y
42,857261.SI,603860.SH,20170809,,Y
43,857261.SI,603909.SH,20160705,,Y
0,850741.SI,000536.SZ,19931126,20110930,N
1,850741.SI,000922.SZ,20130701,,Y
2,850741.SI,002176.SZ,20071022,20201228,N
3,850741.SI,002176.SZ,20201230,20220729,N
4,850741.SI,002196.SZ,20071220,,Y
5,850741.SI,002202.SZ,20080107,20081008,N
6,850741.SI,002249.SZ,20080627,,Y
7,850741.SI,002576.SZ,20110506,,Y
8,850741.SI,002664.SZ,20120323,20140701,N
9,850741.SI,002801.SZ,20160629,,Y
10,850741.SI,002823.SZ,20161202,,Y
11,850741.SI,002892.SZ,20170824,,Y
12,850741.SI,003021.SZ,20201211,,Y
13,850741.SI,300032.SZ,20100105,20140701,N
14,850741.SI,300308.SZ,20120417,20180713,N
15,850741.SI,300626.SZ,20170406,20170406,N
16,850741.SI,300626.SZ,20170413,,Y
17,850741.SI,300660.SZ,20170609,,Y
18,850741.SI,300907.SZ,20201125,,Y
19,850741.SI,301023.SZ,20210714,,Y
20,850741.SI,301226.SZ,20220401,,Y
21,850741.SI,600416.SH,20020718,20110930,N
22,850741.SI,600580.SH,20020606,,Y
23,850741.SI,603320.SH,20170509,,Y
24,850741.SI,603489.SH,20191118,,Y
25,850741.SI,603728.SH,20170516,,Y
26,850741.SI,603819.SH,20161202,,Y
27,850741.SI,603988.SH,20141111,,Y
0,857331.SI,600875.SH,20140221,20211210,N
1,857331.SI,601727.SH,20140221,20211210,N
0,857334.SI,002227.SZ,20211213,20220729,N
1,857334.SI,002255.SZ,20140221,20170630,N
2,857334.SI,002255.SZ,20211213,,Y
3,857334.SI,002534.SZ,20211213,,Y
4,857334.SI,002630.SZ,20140221,,Y
5,857334.SI,002665.SZ,20140221,20150420,N
6,857334.SI,002665.SZ,20150424,20211210,N
7,857334.SI,300105.SZ,20140221,,Y
8,857334.SI,300152.SZ,20140221,20150630,N
9,857334.SI,600202.SH,20140221,20220729,N
0,857336.SI,002227.SZ,20220801,,Y
1,857336.SI,002255.SZ,20170703,20211210,N
2,857336.SI,002266.SZ,20140221,20200902,N
3,857336.SI,002335.SZ,20211213,,Y
4,857336.SI,002364.SZ,20211213,,Y
5,857336.SI,002366.SZ,20211213,20221221,N
6,857336.SI,002366.SZ,20221223,,Y
7,857336.SI,002518.SZ,20211213,,Y
8,857336.SI,002534.SZ,20140221,20211210,N
9,857336.SI,002665.SZ,20211213,,Y
10,857336.SI,002851.SZ,20170313,,Y
11,857336.SI,300153.SZ,20190708,,Y
12,857336.SI,300362.SZ,20140221,20160630,N
13,857336.SI,300372.SZ,20140221,20160902,N
14,857336.SI,300376.SZ,20211213,,Y
15,857336.SI,300491.SZ,20211213,,Y
16,857336.SI,300593.SZ,20211213,,Y
17,857336.SI,300693.SZ,20211213,,Y
18,857336.SI,300713.SZ,20211213,,Y
19,857336.SI,300820.SZ,20211213,,Y
20,857336.SI,300870.SZ,20200831,,Y
21,857336.SI,301157.SZ,20230316,,Y
22,857336.SI,301516.SZ,20231215,,Y
23,857336.SI,600212.SH,20230706,,Y
24,857336.SI,600405.SH,20211213,,Y
25,857336.SI,600475.SH,20140221,20211210,N
26,857336.SI,600482.SH,20220801,,Y
27,857336.SI,688551.SH,20230925,,Y
28,857336.SI,688719.SH,20231013,,Y
0,857352.SI,002056.SZ,20230706,,Y
1,857352.SI,002309.SZ,20091204,20220729,N
2,857352.SI,002459.SZ,20100817,,Y
3,857352.SI,002506.SZ,20101125,,Y
4,857352.SI,002865.SZ,20220801,,Y
5,857352.SI,300080.SZ,20230706,,Y
6,857352.SI,300111.SZ,20100903,20220729,N
7,857352.SI,300118.SZ,20100909,,Y
8,857352.SI,300393.SZ,20140919,,Y
9,857352.SI,600151.SH,19991230,,Y
10,857352.SI,600537.SH,20030210,,Y
11,857352.SI,600732.SH,19991230,20160407,N
12,857352.SI,600732.SH,20170607,,Y
13,857352.SI,601012.SH,20220801,,Y
14,857352.SI,688223.SH,20230925,,Y
15,857352.SI,688429.SH,20230925,,Y
16,857352.SI,688472.SH,20230925,,Y
17,857352.SI,688599.SH,20230925,,Y
0,857354.SI,001269.SZ,20221014,,Y
1,857354.SI,002218.SZ,20080306,,Y
2,857354.SI,002610.SZ,20110822,,Y
3,857354.SI,002623.SZ,20111020,,Y
4,857354.SI,003022.SZ,20201215,,Y
5,857354.SI,300842.SZ,20200629,,Y
6,857354.SI,301168.SZ,20211217,,Y
7,857354.SI,301266.SZ,20220615,,Y
8,857354.SI,301278.SZ,20220811,,Y
9,857354.SI,600207.SH,19991230,20060627,N
10,857354.SI,600207.SH,20060629,,Y
11,857354.SI,601865.SH,20190222,,Y
12,857354.SI,603212.SH,20200512,,Y
13,857354.SI,603628.SH,20170119,,Y
14,857354.SI,603806.SH,20140915,,Y
15,857354.SI,688408.SH,20230925,,Y
16,857354.SI,688503.SH,20230925,,Y
17,857354.SI,688560.SH,20230925,,Y
18,857354.SI,688598.SH,20230925,,Y
19,857354.SI,688680.SH,20230925,,Y
0,857355.SI,000821.SZ,20220801,,Y
1,857355.SI,300029.SZ,20100104,20220729,N
2,857355.SI,300316.SZ,20120518,,Y
3,857355.SI,300724.SZ,20180817,,Y
4,857355.SI,300751.SZ,20181116,,Y
5,857355.SI,300776.SZ,20190524,,Y
6,857355.SI,603185.SH,20190108,20230705,N
7,857355.SI,603396.SH,20171025,,Y
8,857355.SI,688147.SH,20230925,,Y
9,857355.SI,688516.SH,20230925,,Y
10,857355.SI,688556.SH,20230925,,Y
0,857362.SI,002272.SZ,20220801,20230705,N
1,857362.SI,002487.SZ,20101022,,Y
2,857362.SI,002531.SZ,20110110,,Y
3,857362.SI,300129.SZ,20101026,,Y
4,857362.SI,300185.SZ,20110315,,Y
5,857362.SI,300443.SZ,20150429,,Y
6,857362.SI,300569.SZ,20161202,,Y
7,857362.SI,300690.SZ,20170815,,Y
8,857362.SI,300850.SZ,20200720,,Y
9,857362.SI,300904.SZ,20230816,,Y
10,857362.SI,301040.SZ,20210810,,Y
11,857362.SI,301063.SZ,20220801,,Y
12,857362.SI,301155.SZ,20211201,,Y
13,857362.SI,301163.SZ,20220801,,Y
14,857362.SI,301232.SZ,20230626,,Y
15,857362.SI,301456.SZ,20230721,,Y
16,857362.SI,600458.SH,20021226,,Y
17,857362.SI,601218.SH,20110513,,Y
18,857362.SI,603063.SH,20170804,,Y
19,857362.SI,603218.SH,20170105,,Y
20,857362.SI,603507.SH,20171113,,Y
21,857362.SI,603985.SH,20220801,,Y
0,857371.SI,000049.SZ,19991230,,Y
1,857371.SI,001283.SZ,20220913,,Y
2,857371.SI,002074.SZ,20061025,,Y
3,857371.SI,002245.SZ,20080613,,Y
4,857371.SI,002850.SZ,20170309,,Y
5,857371.SI,300014.SZ,20091106,,Y
6,857371.SI,300116.SZ,20100909,,Y
7,857371.SI,300207.SZ,20110428,,Y
8,857371.SI,300438.SZ,20150504,,Y
9,857371.SI,300750.SZ,20180619,,Y
10,857371.SI,300953.SZ,20220801,,Y
11,857371.SI,301121.SZ,20220815,,Y
12,857371.SI,301150.SZ,20220801,,Y
13,857371.SI,301210.SZ,20230707,,Y
14,857371.SI,301217.SZ,20230706,,Y
15,857371.SI,301327.SZ,20220926,,Y
16,857371.SI,301511.SZ,20230824,,Y
17,857371.SI,600110.SH,20220801,,Y
18,857371.SI,600152.SH,19991230,,Y
19,857371.SI,600241.SH,20220801,,Y
20,857371.SI,600478.SH,20030925,,Y
21,857371.SI,600877.SH,19991230,20220729,N
22,857371.SI,688063.SH,20230925,,Y
23,857371.SI,688345.SH,20230925,,Y
24,857371.SI,688388.SH,20230925,,Y
25,857371.SI,688567.SH,20230925,,Y
26,857371.SI,688772.SH,20230925,,Y
0,857372.SI,000009.SZ,19991230,,Y
1,857372.SI,000982.SZ,20230706,,Y
2,857372.SI,001301.SZ,20230105,,Y
3,857372.SI,002125.SZ,20220801,,Y
4,857372.SI,002340.SZ,20100129,,Y
5,857372.SI,002709.SZ,20140130,,Y
6,857372.SI,002759.SZ,20150604,,Y
7,857372.SI,002805.SZ,20220801,,Y
8,857372.SI,002812.SZ,20160923,,Y
9,857372.SI,300035.SZ,20100104,,Y
10,857372.SI,300037.SZ,20100115,,Y
11,857372.SI,300073.SZ,20100505,,Y
12,857372.SI,300340.SZ,20120802,,Y
13,857372.SI,300390.SZ,20230919,,Y
14,857372.SI,300409.SZ,20141210,,Y
15,857372.SI,300432.SZ,20230706,,Y
16,857372.SI,300477.SZ,20230706,,Y
17,857372.SI,300568.SZ,20161208,,Y
18,857372.SI,300769.SZ,20190422,,Y
19,857372.SI,300890.SZ,20200924,,Y
20,857372.SI,300919.SZ,20201230,,Y
21,857372.SI,301152.SZ,20220905,,Y
22,857372.SI,301238.SZ,20220624,,Y
23,857372.SI,301292.SZ,20230714,,Y
24,857372.SI,301349.SZ,20220919,,Y
25,857372.SI,301358.SZ,20230216,,Y
26,857372.SI,301487.SZ,20230816,,Y
27,857372.SI,600884.SH,19991230,,Y
28,857372.SI,603026.SH,20150605,,Y
29,857372.SI,603659.SH,20171110,,Y
30,857372.SI,603906.SH,20230919,,Y
31,857372.SI,688005.SH,20230925,,Y
32,857372.SI,688116.SH,20230925,,Y
33,857372.SI,688148.SH,20230925,,Y
34,857372.SI,688184.SH,20230925,,Y
35,857372.SI,688275.SH,20230925,,Y
36,857372.SI,688353.SH,20230925,,Y
37,857372.SI,688707.SH,20230925,,Y
38,857372.SI,688733.SH,20230925,,Y
39,857372.SI,688778.SH,20230925,,Y
40,857372.SI,688779.SH,20230925,,Y
